
1209.6,1248,
1209.6,1248,
1210.8,1248,
1210.8,1248.4,
1208.8,1248.8,
1208.8,1250,
1209.6,1249.6,
1209.6,1250,
1210,1251.2,
1208.4,1252,
1208.4,1252.4,
1211.2,1252.8,
1212.4,1254,
1213.2,1253.2,
1212.8,1254,
1212.4,1254,
1212.4,1254,
1212.8,1255.2,
1213.6,1255.6,
1215.6,1254.8,
1215.6,1255.2,
1217.6,1254.8,
1221.2,1256,
1221.2,1255.2,
1222,1255.2,
1222.8,1256.4,
1224.4,1256,
1224.8,1256.4,
1226,1256.4,
1224,1257.2,
1222.8,1257.2,
1222.8,1257.6,
1222.4,1258.8,
1221.2,1258.4,
1221.2,1257.6,
1219.6,1255.6,
1218.4,1256,
1217.6,1254.8,
1217.2,1255.6,
1218,1256.4,
1216,1256,
1214.8,1256.4,
1214.4,1257.2,
1214,1257.6,
1214.4,1256.4,
1212.4,1256.4,
1212.4,1255.6,
1209.6,1256,
1208.8,1256,
1210.4,1256.4,
1212.8,1258.4,
1214,1259.6,
1215.2,1259.6,
1215.2,1260.8,
1216,1261.2,
1216,1262.8,
1217.6,1263.6,
1217.2,1263.6,
1215.6,1264,
1215.6,1264,
1216.4,1264.4,
1218.8,1268,
1220.4,1267.6,
1221.6,1268,
1221.2,1268,
1222.8,1268,
1221.6,1268,
1223.2,1268,
1223.2,1268,
1223.6,1267.6,
1223.6,1267.6,
1223.6,1268.4,
1224.4,1269.6,
1223.6,1269.2,
1222.8,1269.6,
1223.2,1270,
1223.6,1270.4,
1224,1270.4,
1224,1271.2,
1222.4,1271.2,
1220.4,1270.4,
1216,1270.4,
1215.2,1270.8,
1215.2,1272.4,
1215.2,1272,
1214.8,1270.8,
1214.8,1270.8,
1214.8,1271.6,
1214.8,1272.4,
1214.8,1273.2,
1214.8,1273.2,
1215.2,1273.2,
1214.8,1273.6,
1214.8,1273.2,
1214.8,1273.6,
1214.4,1273.6,
1214.8,1274,
1214.4,1274,
1213.6,1273.2,
1213.2,1272.8,
1212,1273.6,
1211.2,1273.6,
1211.6,1274.4,
1211.2,1274.4,
1213.2,1275.2,
1213.2,1275.2,
1212.8,1275.2,
1212.8,1275.6,
1211.6,1275.6,
1211.6,1275.6,
1211.6,1275.6,
1211.2,1275.6,
1210.8,1275.6,
1210.4,1274.8,
1209.2,1275.6,
1208.8,1276,
1208,1275.6,
1207.6,1276.4,
1207.2,1276,
1208,1277.6,
1209.2,1277.2,
1208.4,1278,
1208.4,1278.8,
1208,1279.2,
1207.2,1279.6,
1208.8,1279.2,
1208.8,1280,
1210.4,1279.6,
1209.6,1281.2,
1212,1281.2,
1212,1282.4,
1212.4,1283.6,
1214,1284.4,
1215.6,1284,
1216.4,1284.8,
1215.6,1284.8,
1216,1285.2,
1215.6,1285.2,
1216,1286.4,
1216,1286.4,
1216.4,1286.8,
1214,1286.8,
1213.2,1286.8,
1212,1286.8,
1212,1286.8,
1212.4,1288.8,
1213.6,1288,
1214,1287.6,
1214,1287.6,
1214,1289.2,
1213.6,1289.2,
1213.6,1288.4,
1213.6,1289.2,
1213.6,1289.6,
1212.8,1290.4,
1212.8,1291.2,
1213.6,1291.6,
1213.2,1291.6,
1214,1292.4,
1213.2,1292.4,
1213.2,1291.6,
1212.4,1292,
1212,1292,
1212,1292,
1212.8,1292.8,
1212.4,1293.2,
1212.8,1293.6,
1212.4,1294,
1212.8,1294.4,
1212.8,1294.4,
1211.6,1295.2,
1211.6,1294.4,
1211.2,1294.4,
1211.6,1294,
1210.8,1294,
1210.8,1293.6,
1210.4,1293.2,
1210.8,1292,
1210,1292.4,
1210.4,1295.2,
1210.8,1295.2,
1210,1296,
1210.8,1296,
1210.8,1296.4,
1212,1297.6,
1212.4,1296.4,
1213.2,1295.6,
1212.8,1294.8,
1212,1295.6,
1212,1295.2,
1213.6,1294.8,
1213.6,1296,
1214,1295.6,
1214,1296.4,
1214,1296.4,
1213.6,1297.2,
1214,1297.6,
1215.6,1297.2,
1218.4,1296.8,
1219.6,1295.2,
1220.4,1296.4,
1221.2,1296,
1221.6,1295.2,
1222.4,1294.8,
1222,1294.4,
1222.4,1294,
1222,1293.6,
1222.8,1293.2,
1223.2,1292.8,
1224.4,1295.2,
1226,1295.2,
1227.6,1294,
1228.4,1294.4,
1228.8,1294.4,
1229.6,1294,
1230.8,1292.8,
1231.6,1292.8,
1230.8,1294,
1230.4,1294,
1231.2,1294.4,
1232.4,1294.4,
1231.2,1295.6,
1231.2,1295.6,
1232.4,1295.2,
1232.4,1295.6,
1231.6,1296,
1230.4,1295.6,
1230,1296,
1231.2,1296.8,
1231.2,1297.6,
1231.6,1297.6,
1232.8,1298,
1232.4,1298.8,
1232.8,1299.2,
1233.2,1298.8,
1235.2,1298.8,
1236,1300,
1236.4,1300.4,
1237.6,1302.4,
1238,1302.4,
1238.4,1302,
1238,1302.4,
1236,1302.4,
1235.6,1302.4,
1235.6,1302.4,
1235.6,1302.4,
1234.8,1302.4,
1233.2,1300.8,
1233.2,1302,
1234.4,1302.4,
1234.4,1302.4,
1233.2,1302.4,
1232.8,1302.4,
1231.6,1302.4,
1230.4,1302.4,
1228.8,1304,
1229.2,1304.4,
1228.8,1304.4,
1229.6,1304.4,
1229.2,1305.6,
1230.4,1306.4,
1234,1305.6,
1233.2,1306.4,
1232.4,1306.4,
1233.2,1306.4,
1234.4,1305.6,
1232.4,1307.6,
1233.2,1307.6,
1235.6,1307.6,
1234.8,1308.4,
1234.8,1308.8,
1235.6,1308.4,
1236,1308.4,
1235.6,1308.8,
1234.8,1309.2,
1234.8,1308.8,
1234,1309.2,
1234,1310.4,
1235.2,1310.4,
1234.8,1310.4,
1234,1312,
1234.8,1312,
1234.8,1312.8,
1235.6,1312.4,
1235.6,1313.2,
1236,1313.2,
1236,1313.2,
1236.4,1313.2,
1236.4,1313.6,
1236.8,1314.8,
1238.4,1314.4,
1238.8,1314.4,
1238.8,1314.4,
1238.4,1314,
1239.6,1314.4,
1240.4,1314.8,
1240.4,1316.4,
1240.8,1316.8,
1241.6,1316.4,
1241.6,1315.6,
1242,1315.6,
1242.4,1314.8,
1242,1314.4,
1242.8,1314.4,
1242,1314.4,
1242.8,1314.4,
1242.8,1314.4,
1243.2,1315.6,
1242.4,1315.6,
1242,1316.8,
1242.8,1316.8,
1243.2,1316.8,
1243.2,1314.8,
1244,1314.4,
1244.8,1314,
1244.8,1313.2,
1245.2,1314,
1244.8,1316.4,
1244.4,1314.4,
1244.4,1315.2,
1244.4,1316,
1243.6,1316.4,
1244,1316.8,
1244.4,1316.8,
1245.2,1317.6,
1246,1316.8,
1246,1315.2,
1246.8,1314,
1246.8,1314,
1246.8,1312.8,
1245.2,1311.6,
1246,1311.6,
1246.4,1311.6,
1245.2,1311.2,
1244.8,1310,
1246.4,1311.6,
1247.6,1312,
1247.6,1312.4,
1247.6,1314,
1246.8,1316,
1247.6,1316.4,
1246.8,1317.2,
1247.6,1317.2,
1247.6,1317.2,
1248,1317.2,
1249.2,1317.6,
1249.6,1317.6,
1249.6,1317.2,
1250.8,1317.2,
1249.6,1317.6,
1249.2,1318.4,
1249.6,1318.4,
1249.2,1319.2,
1248.8,1319.6,
1248.8,1319.6,
1250.8,1319.2,
1251.6,1318.4,
1252.4,1317.6,
1255.2,1316,
1255.2,1315.6,
1252,1314,
